StringID   Type       x          y          demand     ReadyTime  DueDate    ServiceTime 
D0         d          40.0       50.0       0.0        0.0        1236.0     0.0       
S0         f          40.0       50.0       0.0        0.0        1236.0     0.0       
S1         f          51.0       60.0       0.0        0.0        1236.0     0.0       
S2         f          7.0        40.0       0.0        0.0        1236.0     0.0       
S3         f          67.0       69.0       0.0        0.0        1236.0     0.0       
S4         f          53.0       45.0       0.0        0.0        1236.0     0.0       
S5         f          63.0       52.0       0.0        0.0        1236.0     0.0       
S6         f          76.0       34.0       0.0        0.0        1236.0     0.0       
S7         f          66.0       24.0       0.0        0.0        1236.0     0.0       
S8         f          38.0       24.0       0.0        0.0        1236.0     0.0       
S9         f          98.0       19.0       0.0        0.0        1236.0     0.0       
S10        f          81.0       39.0       0.0        0.0        1236.0     0.0       
S11        f          70.0       84.0       0.0        0.0        1236.0     0.0       
S12        f          20.0       46.0       0.0        0.0        1236.0     0.0       
S13        f          14.0       16.0       0.0        0.0        1236.0     0.0       
S14        f          89.0       49.0       0.0        0.0        1236.0     0.0       
S15        f          62.0       78.0       0.0        0.0        1236.0     0.0       
S16        f          14.0       52.0       0.0        0.0        1236.0     0.0       
S17        f          57.0       47.0       0.0        0.0        1236.0     0.0       
S18        f          80.0       33.0       0.0        0.0        1236.0     0.0       
S19        f          72.0       68.0       0.0        0.0        1236.0     0.0       
S20        f          58.0       73.0       0.0        0.0        1236.0     0.0       
C1         c          27.0       82.0       10.0       912.0      967.0      90.0      
C2         c          31.0       72.0       30.0       825.0      870.0      90.0      
C3         c          33.0       63.0       10.0       65.0       146.0      90.0      
C4         c          36.0       77.0       10.0       727.0      782.0      90.0      
C5         c          47.0       67.0       10.0       15.0       67.0       90.0      
C6         c          26.0       68.0       20.0       621.0      702.0      90.0      
C7         c          38.0       74.0       20.0       170.0      225.0      90.0      
C8         c          43.0       68.0       20.0       255.0      324.0      90.0      
C9         c          14.0       80.0       10.0       534.0      605.0      90.0      
C10        c          14.0       85.0       10.0       357.0      410.0      90.0      
C11        c          35.0       74.0       10.0       448.0      505.0      90.0      
C12        c          45.0       69.0       20.0       652.0      721.0      90.0      
C13        c          44.0       63.0       30.0       30.0       92.0       90.0      
C14        c          65.0       63.0       10.0       567.0      620.0      90.0      
C15        c          35.0       67.0       40.0       384.0      429.0      90.0      
C16        c          32.0       74.0       40.0       475.0      528.0      90.0      
C17        c          32.0       79.0       20.0       99.0       148.0      90.0      
C18        c          60.0       61.0       20.0       179.0      254.0      90.0      
C19        c          39.0       75.0       10.0       278.0      345.0      90.0      
C20        c          20.0       49.0       10.0       10.0       73.0       90.0      
C21        c          35.0       50.0       20.0       914.0      965.0      90.0      
C22        c          21.0       55.0       20.0       812.0      883.0      90.0      
C23        c          34.0       50.0       10.0       732.0      777.0      90.0      
C24        c          31.0       50.0       10.0       65.0       144.0      90.0      
C25        c          24.0       51.0       40.0       169.0      224.0      90.0      
C26        c          27.0       53.0       10.0       622.0      701.0      90.0      
C27        c          30.0       51.0       10.0       261.0      316.0      90.0      
C28        c          19.0       56.0       20.0       546.0      593.0      90.0      
C29        c          21.0       56.0       10.0       358.0      405.0      90.0      
C30        c          26.0       54.0       10.0       449.0      504.0      90.0      
C31        c          11.0       43.0       20.0       200.0      237.0      90.0      
